Category	Sub Category	Text	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
Work Context	Indoors, Environmentally Controlled	How often does this job require working indoors in environmentally controlled conditions?	working, 0.76	environment, 0.67	instead, 0.67	require, 0.67	provide, 0.67	having, 0.65	looking, 0.65	trying, 0.65	based, 0.64	today, 0.64	better, 0.64	indoors, 0.64	outside, 0.63	requires, 0.63	currently, 0.63	needed, 0.63	despite, 0.63	business, 0.63	conditions, 0.63	considering, 0.63	especially, 0.63	getting, 0.63	required, 0.63	experience, 0.63	weather, 0.63	living, 0.63	people, 0.62	likely, 0.62	making, 0.62	taking, 0.62
Work Context	Importance of Being Exact or Accurate	How important is being very exact or highly accurate in performing this job?	important, 0.78	actually, 0.75	definitely, 0.75	think, 0.75	exactly, 0.75	probably, 0.75	interesting, 0.74	right, 0.74	looking, 0.73	thought, 0.73	especially, 0.72	better, 0.72	possible, 0.71	today, 0.71	person, 0.7	clearly, 0.7	thats, 0.7	wrong, 0.69	saying, 0.69	working, 0.69	guess, 0.69	apparently, 0.69	pretty, 0.69	supposed, 0.69	experience, 0.69	point, 0.69	getting, 0.69	excellent, 0.69	needed, 0.69	obviously, 0.68
Work Context	Importance of Repeating Same Tasks	How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?	today, 0.76	looking, 0.73	right, 0.73	think, 0.73	working, 0.72	having, 0.72	instead, 0.72	better, 0.71	experience, 0.71	coming, 0.71	making, 0.71	getting, 0.71	start, 0.71	people, 0.7	actually, 0.7	years, 0.7	important, 0.7	tomorrow, 0.69	check, 0.69	stuff, 0.69	hours, 0.69	trying, 0.69	tonight, 0.69	taking, 0.69	seeing, 0.69	thought, 0.68	probably, 0.68	giving, 0.68	gonna, 0.68	course, 0.68
Work Context	Freedom to Make Decisions	How much decision making freedom, without supervision, does the job offer?	making, 0.77	right, 0.74	having, 0.74	working, 0.74	offer, 0.73	think, 0.73	better, 0.73	decision, 0.72	instead, 0.72	taking, 0.72	business, 0.72	company, 0.71	given, 0.71	course, 0.71	reason, 0.71	getting, 0.71	giving, 0.71	trying, 0.7	today, 0.7	makes, 0.7	means, 0.7	looking, 0.7	experience, 0.7	people, 0.69	actually, 0.69	start, 0.68	leave, 0.68	second, 0.68	thought, 0.68	consider, 0.68
Work Context	Coordinate or Lead Others	How important is it to coordinate or lead others in accomplishing work activities in this job?	working, 0.77	today, 0.73	important, 0.72	trying, 0.7	better, 0.7	instead, 0.69	having, 0.69	needed, 0.68	think, 0.68	ahead, 0.68	looking, 0.68	right, 0.68	getting, 0.67	business, 0.67	matter, 0.67	especially, 0.67	making, 0.67	experience, 0.67	tomorrow, 0.66	practice, 0.66	people, 0.66	focus, 0.66	taking, 0.66	worked, 0.66	start, 0.66	planning, 0.66	works, 0.66	learn, 0.66	process, 0.65	effort, 0.65
Work Context	Extremely Bright or Inadequate Lighting	How often does this job require working in extremely bright or inadequate lighting conditions?	working, 0.77	looking, 0.75	having, 0.72	today, 0.71	extremely, 0.7	especially, 0.7	better, 0.69	getting, 0.69	actually, 0.69	think, 0.69	instead, 0.68	making, 0.68	right, 0.68	definitely, 0.68	people, 0.68	probably, 0.68	needed, 0.67	trying, 0.67	supposed, 0.67	seeing, 0.67	taking, 0.67	early, 0.67	reason, 0.67	considering, 0.67	currently, 0.66	experience, 0.66	clearly, 0.66	provide, 0.66	awful, 0.66	makes, 0.66
Work Context	Spend Time Making Repetitive Motions	How much does this job require making repetitive motions?	making, 0.76	working, 0.72	makes, 0.71	getting, 0.7	having, 0.7	instead, 0.7	process, 0.7	looking, 0.68	think, 0.68	trying, 0.68	better, 0.67	people, 0.67	probably, 0.67	actually, 0.66	taking, 0.66	putting, 0.66	seeing, 0.66	especially, 0.66	stuff, 0.66	require, 0.66	experience, 0.65	gonna, 0.65	thinking, 0.65	today, 0.65	right, 0.65	thought, 0.64	difficult, 0.64	stupid, 0.64	start, 0.64	reason, 0.64
Work Context	Exposed to Hazardous Equipment	How often does this job require exposure to hazardous equipment?	equipment, 0.74	require, 0.68	provide, 0.68	required, 0.67	services, 0.65	exposure, 0.64	needed, 0.64	working, 0.63	opportunity, 0.63	quality, 0.63	company, 0.63	hiring, 0.62	information, 0.62	materials, 0.62	facilities, 0.61	experience, 0.61	maintenance, 0.61	safety, 0.61	providing, 0.61	health, 0.61	business, 0.6	resources, 0.6	product, 0.6	technology, 0.6	companies, 0.6	systems, 0.6	facility, 0.6	physical, 0.6	environment, 0.6	employment, 0.59
Work Context	Deal With External Customers	How important is it to work with external customers or the public in this job?	working, 0.79	business, 0.77	public, 0.75	service, 0.74	important, 0.74	company, 0.73	today, 0.73	looking, 0.72	customer, 0.72	office, 0.72	customers, 0.72	right, 0.72	people, 0.72	better, 0.71	think, 0.71	having, 0.71	especially, 0.71	instead, 0.7	experience, 0.7	needed, 0.7	client, 0.7	trying, 0.69	getting, 0.69	change, 0.69	making, 0.69	services, 0.69	works, 0.68	means, 0.68	course, 0.68	cause, 0.68
Work Context	Outdoors, Exposed to Weather	How often does this job require working outdoors, exposed to all weather conditions?	weather, 0.79	working, 0.78	today, 0.72	looking, 0.7	outside, 0.7	conditions, 0.69	having, 0.69	getting, 0.69	right, 0.67	better, 0.67	especially, 0.66	think, 0.66	instead, 0.66	currently, 0.66	definitely, 0.66	taking, 0.66	probably, 0.65	people, 0.65	works, 0.65	actually, 0.65	experience, 0.65	needed, 0.65	trying, 0.65	making, 0.64	supposed, 0.64	tomorrow, 0.64	apparently, 0.64	seeing, 0.64	early, 0.63	coming, 0.63
Work Context	Exposed to Disease or Infections	How often does this job require exposure to disease/infections?	disease, 0.77	health, 0.68	exposure, 0.67	diseases, 0.66	infections, 0.64	patients, 0.64	increase, 0.63	treatment, 0.63	illness, 0.62	require, 0.62	research, 0.62	prevent, 0.62	provide, 0.61	physical, 0.61	improve, 0.61	obesity, 0.6	infection, 0.6	benefits, 0.6	likely, 0.6	working, 0.6	causes, 0.6	symptoms, 0.6	common, 0.59	increased, 0.59	experience, 0.59	opportunity, 0.59	services, 0.59	information, 0.59	problems, 0.59	having, 0.58
Work Context	Deal With Physically Aggressive People	How frequently does this job require the worker to deal with physical aggression of violent individuals?	physical, 0.72	people, 0.69	likely, 0.69	working, 0.68	individuals, 0.68	experience, 0.67	especially, 0.67	having, 0.66	usually, 0.66	based, 0.66	think, 0.66	require, 0.66	women, 0.65	given, 0.65	expect, 0.65	despite, 0.65	needed, 0.64	provide, 0.64	approach, 0.64	person, 0.64	allow, 0.64	right, 0.64	government, 0.64	understand, 0.64	getting, 0.64	responsible, 0.64	trying, 0.64	issues, 0.64	involved, 0.63	instead, 0.63
Work Context	Degree of Injury	If injury, due to exposure to the following hazards, were to occur while performing this job, how serious would be the likely outcome?	likely, 0.77	probably, 0.7	think, 0.7	happen, 0.7	expected, 0.7	possibly, 0.69	potential, 0.68	ahead, 0.68	despite, 0.68	injuries, 0.68	definitely, 0.68	injury, 0.68	having, 0.68	possible, 0.68	apparently, 0.67	right, 0.67	seeing, 0.67	working, 0.67	expect, 0.67	starting, 0.67	earlier, 0.67	instead, 0.66	actually, 0.66	getting, 0.66	consider, 0.66	better, 0.66	especially, 0.66	coming, 0.66	including, 0.66	thought, 0.66
Work Context	Spend Time Walking and Running	How much does this job require walking and running?	running, 0.83	working, 0.78	walking, 0.77	looking, 0.76	getting, 0.74	instead, 0.73	taking, 0.73	having, 0.72	trying, 0.72	think, 0.71	today, 0.71	better, 0.7	people, 0.7	actually, 0.7	right, 0.7	start, 0.7	probably, 0.7	making, 0.69	gonna, 0.69	office, 0.69	moving, 0.69	coming, 0.68	definitely, 0.68	hours, 0.68	seeing, 0.67	waiting, 0.67	especially, 0.67	needed, 0.67	putting, 0.67	gotta, 0.67
Work Context	Exposed to Whole Body Vibration	How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?	working, 0.71	better, 0.69	right, 0.68	think, 0.68	needs, 0.67	experience, 0.66	getting, 0.66	having, 0.65	power, 0.65	looking, 0.64	people, 0.64	actually, 0.64	service, 0.64	start, 0.64	today, 0.64	business, 0.64	instead, 0.63	works, 0.63	company, 0.63	trying, 0.63	needed, 0.63	check, 0.63	gotta, 0.62	means, 0.62	control, 0.62	maybe, 0.61	offer, 0.61	based, 0.61	learn, 0.61	change, 0.61
Work Context	Responsibility for Outcomes and Results	How responsible is the worker for work outcomes and results of other workers?	workers, 0.78	worker, 0.75	working, 0.74	employees, 0.73	results, 0.69	responsible, 0.67	health, 0.66	employee, 0.66	despite, 0.66	students, 0.66	based, 0.65	business, 0.65	success, 0.65	people, 0.65	worked, 0.65	ensure, 0.65	today, 0.64	company, 0.64	development, 0.64	progress, 0.64	experience, 0.64	getting, 0.64	better, 0.64	instead, 0.64	government, 0.64	trying, 0.64	process, 0.64	customers, 0.63	ahead, 0.63	think, 0.63
Work Context	Structured versus Unstructured Work	To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?	working, 0.69	based, 0.68	business, 0.67	given, 0.66	employees, 0.65	matter, 0.65	important, 0.65	career, 0.64	allow, 0.64	successful, 0.64	ahead, 0.64	approach, 0.64	success, 0.64	instead, 0.64	process, 0.64	ensure, 0.63	clearly, 0.63	needed, 0.63	paying, 0.63	consider, 0.63	workers, 0.63	priorities, 0.63	experience, 0.63	tasks, 0.62	exactly, 0.62	worker, 0.62	people, 0.62	education, 0.62	despite, 0.62	trying, 0.62
Work Context	Cramped Work Space, Awkward Positions	How often does this job require working in cramped work spaces that requires getting into awkward positions?	working, 0.84	getting, 0.79	having, 0.77	looking, 0.76	trying, 0.75	instead, 0.75	taking, 0.74	actually, 0.74	think, 0.73	right, 0.73	making, 0.73	needed, 0.73	especially, 0.72	probably, 0.72	hours, 0.72	people, 0.72	better, 0.72	putting, 0.71	works, 0.71	definitely, 0.71	today, 0.7	supposed, 0.7	thought, 0.7	apparently, 0.7	worked, 0.7	seeing, 0.69	means, 0.69	makes, 0.69	moving, 0.69	gotta, 0.69
Work Context	Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets	How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?	wearing, 0.75	think, 0.73	shoes, 0.72	looking, 0.72	stuff, 0.72	safety, 0.72	clothes, 0.72	instead, 0.71	especially, 0.71	getting, 0.71	today, 0.71	better, 0.71	right, 0.7	putting, 0.7	pants, 0.7	trying, 0.69	actually, 0.69	taking, 0.69	having, 0.69	probably, 0.69	people, 0.68	shirt, 0.68	working, 0.68	definitely, 0.68	glasses, 0.68	gonna, 0.67	shirts, 0.67	bring, 0.67	making, 0.67	jacket, 0.67
Work Context	Face-to-Face Discussions	How often do you have to have face-to-face discussions with individuals or teams in this job?	people, 0.74	looking, 0.74	think, 0.7	teams, 0.7	right, 0.7	having, 0.69	especially, 0.69	today, 0.69	better, 0.68	place, 0.68	getting, 0.68	trying, 0.67	cause, 0.67	making, 0.67	business, 0.67	instead, 0.66	faces, 0.66	point, 0.66	person, 0.66	actually, 0.65	working, 0.65	friends, 0.65	different, 0.65	talking, 0.65	probably, 0.64	taking, 0.64	reason, 0.64	thought, 0.64	matter, 0.64	players, 0.64
Work Context	Telephone	How often do you have telephone conversations in this job?	conversation, 0.75	conversations, 0.74	telephone, 0.7	business, 0.66	talking, 0.64	phone, 0.64	service, 0.64	convo, 0.63	message, 0.63	working, 0.62	company, 0.62	messages, 0.61	people, 0.61	client, 0.6	having, 0.6	cause, 0.6	customer, 0.6	place, 0.6	course, 0.6	important, 0.59	think, 0.59	calls, 0.59	questions, 0.59	public, 0.59	office, 0.59	thought, 0.58	contact, 0.58	better, 0.58	interesting, 0.58	right, 0.58
Work Context	Level of Competition	To what extent does this job require the worker to compete or to be aware of competitive pressures?	competitive, 0.68	working, 0.68	require, 0.67	based, 0.67	despite, 0.67	provide, 0.66	especially, 0.65	paying, 0.65	experience, 0.64	likely, 0.64	concerned, 0.64	think, 0.64	aware, 0.64	involved, 0.64	benefits, 0.64	consider, 0.64	expect, 0.64	people, 0.63	trying, 0.63	considering, 0.63	opportunity, 0.63	clearly, 0.63	significant, 0.63	understand, 0.63	difference, 0.63	given, 0.63	compete, 0.63	matter, 0.63	company, 0.62	regardless, 0.62
Work Context	Deal With Unpleasant or Angry People	How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?	people, 0.73	working, 0.7	especially, 0.7	person, 0.69	think, 0.69	having, 0.69	usually, 0.68	likely, 0.68	looking, 0.68	expect, 0.68	difficult, 0.68	trying, 0.67	experience, 0.67	instead, 0.67	actually, 0.67	getting, 0.67	right, 0.66	today, 0.66	business, 0.66	probably, 0.66	avoid, 0.66	given, 0.66	based, 0.65	certain, 0.65	customers, 0.65	extremely, 0.65	better, 0.65	matter, 0.65	interesting, 0.65	making, 0.65
Work Context	Spend Time Bending or Twisting the Body	How much does this job require bending or twisting your body?	putting, 0.68	taking, 0.67	trying, 0.67	looking, 0.66	instead, 0.66	working, 0.65	getting, 0.65	think, 0.64	shape, 0.63	right, 0.63	making, 0.63	thinking, 0.62	bending, 0.62	having, 0.62	process, 0.62	better, 0.61	moving, 0.61	actually, 0.61	works, 0.61	probably, 0.6	giving, 0.6	telling, 0.6	gotta, 0.59	changing, 0.59	keeping, 0.59	takes, 0.59	gonna, 0.59	pushing, 0.59	pulling, 0.59	showing, 0.59
Work Context	Impact of Decisions on Co-workers or Company Results	What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?	business, 0.76	based, 0.74	people, 0.73	experience, 0.71	think, 0.71	company, 0.7	decisions, 0.7	change, 0.7	financial, 0.7	information, 0.69	matter, 0.69	important, 0.69	especially, 0.69	results, 0.69	advice, 0.69	future, 0.69	value, 0.69	management, 0.68	learn, 0.68	success, 0.68	usually, 0.68	looking, 0.68	reason, 0.68	create, 0.68	given, 0.68	better, 0.67	expect, 0.67	companies, 0.67	health, 0.67	right, 0.67
Work Context	Responsible for Others' Health and Safety	How much responsibility is there for the health and safety of others in this job?	health, 0.82	safety, 0.8	business, 0.71	responsibility, 0.7	education, 0.7	management, 0.69	security, 0.68	company, 0.67	policy, 0.66	insurance, 0.66	healthcare, 0.66	financial, 0.66	development, 0.66	services, 0.66	service, 0.65	advice, 0.64	needed, 0.64	benefits, 0.64	success, 0.64	provide, 0.64	staff, 0.64	working, 0.63	medical, 0.63	issues, 0.63	support, 0.63	experience, 0.63	taking, 0.63	course, 0.63	position, 0.63	environment, 0.63
Work Context	Letters and Memos	How often does the job require written letters and memos?	written, 0.77	letters, 0.75	letter, 0.74	write, 0.74	writing, 0.7	words, 0.67	instead, 0.66	given, 0.64	emails, 0.64	reference, 0.64	wrote, 0.64	working, 0.64	needed, 0.64	actually, 0.64	based, 0.63	saying, 0.63	require, 0.62	think, 0.62	probably, 0.62	stuff, 0.61	papers, 0.61	apparently, 0.61	getting, 0.61	supposed, 0.61	provide, 0.6	including, 0.6	looking, 0.6	required, 0.6	answer, 0.6	essay, 0.6
Skills	Management of Financial Resources	Determining how money will be spent to get the work done, and accounting for these expenditures.	money, 0.76	spent, 0.75	spend, 0.74	working, 0.72	paying, 0.72	spending, 0.72	hours, 0.68	worth, 0.68	business, 0.68	instead, 0.67	getting, 0.66	trying, 0.65	taking, 0.65	looking, 0.64	think, 0.64	costs, 0.64	studying, 0.64	needed, 0.63	buying, 0.63	better, 0.63	probably, 0.63	years, 0.63	today, 0.63	right, 0.63	making, 0.63	having, 0.62	actually, 0.62	waste, 0.62	knowing, 0.62	worked, 0.62
Skills	Monitoring	Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action.	organizations, 0.71	monitoring, 0.7	development, 0.67	impact, 0.67	improvements, 0.66	improve, 0.66	individuals, 0.64	organization, 0.64	improvement, 0.64	ensure, 0.63	approach, 0.63	providing, 0.63	measures, 0.63	services, 0.63	benefit, 0.63	provide, 0.63	communities, 0.62	strategies, 0.62	companies, 0.62	businesses, 0.62	based, 0.62	strategy, 0.62	outcomes, 0.62	leaders, 0.61	developing, 0.61	action, 0.61	systems, 0.61	efforts, 0.61	assessment, 0.61	progress, 0.61
Skills	Active Learning	Understanding the implications of new information for both current and future problem-solving and decision-making.	future, 0.79	making, 0.75	think, 0.75	better, 0.73	problem, 0.73	having, 0.73	right, 0.72	important, 0.72	business, 0.72	issues, 0.72	current, 0.71	understand, 0.71	consider, 0.71	change, 0.71	interesting, 0.71	thinking, 0.7	trying, 0.7	based, 0.7	reason, 0.7	experience, 0.7	wrong, 0.7	means, 0.7	instead, 0.7	especially, 0.7	process, 0.7	people, 0.7	working, 0.7	taking, 0.69	getting, 0.69	difference, 0.69
Skills	Technology Design	Generating or adapting equipment and technology to serve user needs.	technology, 0.76	company, 0.71	business, 0.7	provide, 0.69	needs, 0.68	creating, 0.68	create, 0.68	working, 0.68	development, 0.67	network, 0.66	services, 0.66	providing, 0.66	industry, 0.66	companies, 0.65	tools, 0.65	equipment, 0.65	learning, 0.65	systems, 0.64	based, 0.64	product, 0.64	management, 0.64	changing, 0.64	making, 0.63	software, 0.63	mobile, 0.63	works, 0.63	service, 0.63	content, 0.63	needed, 0.62	change, 0.62
Skills	Writing	Communicating effectively in writing as appropriate for the needs of the audience.	instead, 0.71	clearly, 0.71	writing, 0.71	trying, 0.7	actually, 0.69	appropriate, 0.69	working, 0.68	write, 0.68	needs, 0.68	talking, 0.68	understand, 0.67	probably, 0.67	effectively, 0.67	interesting, 0.66	putting, 0.66	learn, 0.66	having, 0.66	creating, 0.66	exactly, 0.66	supposed, 0.66	relevant, 0.65	better, 0.65	learning, 0.65	provide, 0.65	communicating, 0.65	think, 0.65	getting, 0.65	definitely, 0.65	discussing, 0.65	audience, 0.65
Skills	Equipment Selection	Determining the kind of tools and equipment needed to do a job.	needed, 0.8	tools, 0.72	equipment, 0.72	working, 0.72	looking, 0.71	company, 0.7	business, 0.7	provide, 0.68	skills, 0.67	stuff, 0.67	think, 0.67	right, 0.67	works, 0.67	getting, 0.66	instead, 0.66	better, 0.66	experience, 0.66	process, 0.66	product, 0.66	based, 0.66	management, 0.66	quality, 0.66	definitely, 0.66	trying, 0.65	training, 0.65	services, 0.65	having, 0.65	actually, 0.65	helping, 0.64	thought, 0.64
Skills	Quality Control Analysis	Conducting tests and inspections of products, services, or processes to evaluate quality or performance.	services, 0.76	products, 0.71	provide, 0.7	quality, 0.69	testing, 0.68	product, 0.67	systems, 0.67	tests, 0.67	improve, 0.66	development, 0.66	service, 0.66	methods, 0.66	solutions, 0.66	technology, 0.65	including, 0.65	company, 0.65	research, 0.65	companies, 0.65	based, 0.65	offers, 0.64	production, 0.64	management, 0.64	business, 0.64	ensure, 0.64	assessment, 0.64	provides, 0.64	practices, 0.64	performance, 0.64	providing, 0.64	equipment, 0.63
Skills	Mathematics	Using mathematics to solve problems.	solve, 0.86	problems, 0.83	solving, 0.69	mathematics, 0.68	understand, 0.66	problem, 0.66	solved, 0.64	issues, 0.63	learn, 0.62	explain, 0.61	science, 0.59	instead, 0.59	worry, 0.59	easier, 0.59	common, 0.58	difficult, 0.58	answer, 0.58	solves, 0.58	physics, 0.58	means, 0.57	solution, 0.57	calculus, 0.57	answers, 0.57	learning, 0.57	create, 0.56	understanding, 0.56	complicated, 0.56	worries, 0.56	studies, 0.56	lessons, 0.56
Skills	Installation	Installing equipment, machines, wiring, or programs to meet specifications.	equipment, 0.77	systems, 0.67	machines, 0.63	programs, 0.63	device, 0.63	services, 0.62	technology, 0.62	devices, 0.61	features, 0.61	products, 0.61	tools, 0.61	software, 0.61	working, 0.61	companies, 0.61	includes, 0.61	designed, 0.6	parts, 0.6	installing, 0.6	computers, 0.6	installation, 0.6	materials, 0.6	company, 0.6	provide, 0.59	installed, 0.59	production, 0.58	product, 0.58	engine, 0.58	works, 0.58	process, 0.58	components, 0.58
Skills	Operations Analysis	Analyzing needs and product requirements to create a design.	create, 0.78	product, 0.77	design, 0.77	business, 0.72	creating, 0.71	development, 0.71	based, 0.7	process, 0.7	company, 0.7	website, 0.69	project, 0.69	technology, 0.69	needs, 0.68	management, 0.68	looking, 0.67	provide, 0.67	experience, 0.67	projects, 0.67	software, 0.66	learn, 0.66	planning, 0.66	information, 0.66	research, 0.66	working, 0.65	build, 0.65	solutions, 0.65	making, 0.65	check, 0.65	future, 0.65	works, 0.65
Skills	Instructing	Teaching others how to do something.	teaching, 1.0	teach, 0.81	learning, 0.8	taught, 0.7	learn, 0.68	lesson, 0.67	education, 0.67	teaches, 0.66	lessons, 0.65	students, 0.65	teachers, 0.65	teacher, 0.64	learned, 0.63	skills, 0.63	writing, 0.61	speaking, 0.6	working, 0.59	class, 0.59	children, 0.59	taking, 0.59	course, 0.59	preaching, 0.58	practicing, 0.58	science, 0.58	telling, 0.58	practice, 0.58	learnt, 0.58	helping, 0.57	educational, 0.57	classes, 0.57
Skills	Speaking	Talking to others to convey information effectively.	information, 0.73	effectively, 0.72	talking, 0.66	convey, 0.66	clearly, 0.66	learn, 0.66	trying, 0.65	understand, 0.65	explain, 0.65	properly, 0.63	referring, 0.63	actually, 0.63	think, 0.63	exactly, 0.63	communicating, 0.62	provide, 0.62	telling, 0.62	important, 0.62	relating, 0.62	useful, 0.62	relevant, 0.61	instead, 0.61	people, 0.61	saying, 0.61	thought, 0.61	supposed, 0.61	words, 0.61	avoid, 0.61	discussing, 0.6	write, 0.6
Skills	Management of Personnel Resources	Motivating, developing, and directing people as they work, identifying the best people for the job.	people, 0.83	working, 0.8	think, 0.79	better, 0.79	trying, 0.78	looking, 0.77	making, 0.77	having, 0.77	getting, 0.76	actually, 0.76	right, 0.75	especially, 0.74	instead, 0.74	thinking, 0.74	seeing, 0.73	person, 0.73	today, 0.73	putting, 0.73	makes, 0.73	talking, 0.72	start, 0.72	thought, 0.72	taking, 0.72	definitely, 0.72	seriously, 0.71	reason, 0.71	probably, 0.71	saying, 0.71	helping, 0.71	giving, 0.7
Skills	Persuasion	Persuading others to change their minds or behavior.	minds, 0.74	change, 0.73	behavior, 0.72	understand, 0.66	changing, 0.66	people, 0.65	thoughts, 0.64	actions, 0.64	behaviour, 0.63	think, 0.63	trying, 0.63	matter, 0.62	future, 0.62	learn, 0.62	wrong, 0.61	different, 0.61	influence, 0.61	changes, 0.6	clearly, 0.6	expect, 0.6	person, 0.6	lives, 0.6	certain, 0.6	allow, 0.6	thinking, 0.6	happen, 0.59	thought, 0.59	usually, 0.59	loving, 0.59	changed, 0.59
Skills	Management of Material Resources	Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work.	needed, 0.79	working, 0.75	think, 0.74	actually, 0.73	stuff, 0.72	instead, 0.72	looking, 0.72	getting, 0.72	people, 0.71	necessary, 0.71	provide, 0.71	better, 0.71	especially, 0.71	thought, 0.7	having, 0.7	probably, 0.7	trying, 0.7	equipment, 0.7	apparently, 0.69	taking, 0.69	putting, 0.69	seeing, 0.69	definitely, 0.69	right, 0.69	certain, 0.69	making, 0.69	given, 0.68	experience, 0.68	reason, 0.68	company, 0.68
Skills	Reading Comprehension	Understanding written sentences and paragraphs in work related documents.	written, 0.78	write, 0.77	writing, 0.73	essay, 0.7	sentences, 0.7	words, 0.69	sentence, 0.68	paragraphs, 0.67	related, 0.67	understand, 0.67	wrote, 0.67	pages, 0.67	essays, 0.67	papers, 0.66	instead, 0.66	meaning, 0.66	actually, 0.66	terms, 0.66	letter, 0.65	interesting, 0.65	paragraph, 0.65	reference, 0.65	stuff, 0.64	based, 0.64	letters, 0.64	given, 0.64	working, 0.64	think, 0.64	language, 0.63	answers, 0.63
Skills	Active Listening	Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times.	saying, 0.85	think, 0.85	people, 0.85	asking, 0.83	talking, 0.83	trying, 0.83	instead, 0.83	actually, 0.81	thought, 0.81	telling, 0.81	taking, 0.8	probably, 0.8	wrong, 0.8	right, 0.8	getting, 0.8	seriously, 0.8	reason, 0.8	having, 0.79	understand, 0.78	remember, 0.78	especially, 0.78	stupid, 0.78	giving, 0.78	making, 0.78	guess, 0.77	thinking, 0.77	better, 0.77	cause, 0.77	apparently, 0.76	answer, 0.76
Skills	Complex Problem Solving	Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.	information, 0.73	solutions, 0.72	provide, 0.71	develop, 0.71	issues, 0.7	developing, 0.7	options, 0.7	process, 0.69	problems, 0.69	business, 0.68	learn, 0.68	create, 0.68	improve, 0.68	development, 0.68	creating, 0.67	research, 0.67	approach, 0.67	based, 0.67	resources, 0.67	solution, 0.67	learning, 0.66	consider, 0.66	technology, 0.66	strategies, 0.66	strategy, 0.66	useful, 0.66	methods, 0.65	important, 0.65	services, 0.65	resource, 0.65
Skills	Learning Strategies	Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.	learning, 0.78	teaching, 0.76	learn, 0.74	methods, 0.71	process, 0.71	experience, 0.7	practices, 0.69	working, 0.69	course, 0.69	making, 0.69	approach, 0.69	practice, 0.68	looking, 0.68	training, 0.68	different, 0.68	think, 0.68	trying, 0.68	taking, 0.67	skills, 0.67	interesting, 0.67	teach, 0.67	useful, 0.67	instead, 0.67	education, 0.66	important, 0.66	business, 0.66	stuff, 0.66	better, 0.66	having, 0.66	lessons, 0.66
Skills	Repairing	Repairing machines or systems using the needed tools.	systems, 0.79	tools, 0.77	equipment, 0.71	needed, 0.7	technology, 0.69	services, 0.68	software, 0.68	machines, 0.67	solutions, 0.66	company, 0.64	working, 0.64	companies, 0.64	works, 0.63	resources, 0.63	build, 0.63	process, 0.62	provide, 0.62	products, 0.62	machine, 0.62	building, 0.62	techniques, 0.62	methods, 0.62	strategies, 0.61	business, 0.61	development, 0.61	solution, 0.61	management, 0.61	materials, 0.61	creating, 0.6	programs, 0.6
Skills	Service Orientation	Actively looking for ways to help people.	people, 0.85	trying, 0.85	looking, 0.82	think, 0.79	actually, 0.76	working, 0.76	understand, 0.76	instead, 0.75	having, 0.75	better, 0.75	helping, 0.74	especially, 0.74	getting, 0.74	right, 0.74	making, 0.74	person, 0.73	probably, 0.73	learn, 0.73	thinking, 0.73	seriously, 0.72	seeing, 0.72	talking, 0.72	consider, 0.71	wanna, 0.71	remember, 0.71	taking, 0.71	definitely, 0.71	folks, 0.71	friends, 0.71	thought, 0.71
Skills	Science	Using scientific rules and methods to solve problems.	problems, 0.78	solve, 0.72	understand, 0.69	rules, 0.69	learn, 0.69	issues, 0.68	common, 0.67	methods, 0.66	solution, 0.66	process, 0.66	scientific, 0.65	reasons, 0.65	problem, 0.65	research, 0.65	explain, 0.65	science, 0.64	logic, 0.64	technology, 0.64	business, 0.64	create, 0.64	solutions, 0.64	learning, 0.64	easier, 0.63	trying, 0.63	based, 0.63	understanding, 0.63	reason, 0.63	instead, 0.62	terms, 0.62	avoid, 0.62
Skills	Programming	Writing computer programs for various purposes.	programs, 0.78	writing, 0.76	purposes, 0.73	research, 0.66	education, 0.66	practices, 0.65	skills, 0.65	learning, 0.65	write, 0.65	activities, 0.64	projects, 0.64	teaching, 0.63	methods, 0.63	books, 0.63	educational, 0.63	reference, 0.62	materials, 0.62	articles, 0.62	development, 0.62	academic, 0.62	based, 0.61	resources, 0.61	process, 0.61	useful, 0.61	related, 0.61	programming, 0.6	instead, 0.6	strategies, 0.6	techniques, 0.6	writers, 0.6
